Laptop_ID,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price (LKR),Region
LNK-2434,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M3 Max (14-core),32GB,2TB,SSD NVMe,Apple M3 Max Integrated,"16.0"" WQXGA 165Hz",No,335000,Colombo
LNK-2435,Microsoft Surface Laptop Studio 2,New,Microsoft,Surface Laptop Studio 2,AMD Ryzen 5 7640HS,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,259500,Negombo
LNK-2436,HP OMEN 16,New,HP,OMEN 16,Intel Core i9-14900HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"17.3"" QHD 240Hz",No,761500,Negombo
LNK-2437,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M1 (8-core),8GB,256GB,SSD NVMe,Apple M1 Integrated,"16.0"" WQXGA 165Hz",No,166000,Colombo
LNK-2438,Gigabyte Aero 14 OLED,New,Gigabyte,Aero 14 OLED,Intel Core Ultra 7 155H,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,376000,Colombo
LNK-2439,MSI Prestige 14,New,MSI,Prestige 14,Intel Core i9-14900HX,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"17.3"" QHD 240Hz",No,833500,Colombo
LNK-2440,Lenovo LOQ 15,Refurbished,Lenovo,LOQ 15,AMD Ryzen 3 7320U,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,109000,Negombo
LNK-2441,MSI Prestige 14,Refurbished,MSI,Prestige 14,Intel Core i7-14700HX,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"17.3"" QHD 240Hz",No,432000,Kandy
LNK-2442,Dell XPS 13,Used,Dell,XPS 13,AMD Ryzen 5 5500U,16GB,256GB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,81000,Negombo
LNK-2443,HP Spectre x360,Used,HP,Spectre x360,Intel Core i3-1215U,8GB,2TB,eMMC,Intel Graphics,"15.6"" FHD 60Hz",Yes,104500,Kandy
LNK-2444,Acer Aspire 5,New,Acer,Aspire 5,AMD Ryzen 3 7320U,64GB,256GB,eMMC,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,175000,Jaffna
LNK-2445,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,Intel Core i5-13420H,32GB,1TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,151000,Colombo
LNK-2446,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,Intel Core i5-13420H,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,137000,Anuradhapura
LNK-2447,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,Intel Core i7-13700H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" QHD 120Hz",No,210500,Jaffna
LNK-2448,Lenovo ThinkPad E14,New,Lenovo,ThinkPad E14,AMD Ryzen 7 7730U,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,235500,Negombo
LNK-2449,Gigabyte G5 KF,New,Gigabyte,G5 KF,AMD Ryzen 5 7520U,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,150000,Jaffna
LNK-2450,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,Intel Core i7-13700H,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4050,"17.3"" QHD 240Hz",No,237000,Colombo
LNK-2451,Dell G15 Gaming,Refurbished,Dell,G15 Gaming,Intel Core i3-1215U,64GB,2TB,SSD SATA,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,192500,Jaffna
LNK-2452,Apple MacBook Pro M3 Max,New,Apple,MacBook Pro M3 Max,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"13.3"" FHD",No,390000,Colombo
LNK-2453,Lenovo Yoga 7i,Refurbished,Lenovo,Yoga 7i,Intel Core i9-14900HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" UHD+ OLED",Yes,564500,Colombo
LNK-2454,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,AMD Ryzen 9 7945HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,615000,Kandy
LNK-2455,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,Intel Core Ultra 7 155H,8GB,1TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",Yes,286500,Colombo
LNK-2456,Microsoft Surface Pro 9,Refurbished,Microsoft,Surface Pro 9,Intel Core i3-1215U,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,143000,Colombo
LNK-2457,Dell Vostro 3520,New,Dell,Vostro 3520,Intel Core Ultra 7 155H,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" FHD",No,483500,Colombo
LNK-2458,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,Intel Core i7-13620H,32GB,1TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,241500,Negombo
LNK-2459,HP Envy x360,Used,HP,Envy x360,AMD Ryzen 7 7840HS,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 60Hz",No,238000,Kurunegala
LNK-2460,Acer Aspire 5,Used,Acer,Aspire 5,Intel Core i7-14700HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"17.3"" QHD 240Hz",No,453500,Kandy
LNK-2461,HP EliteBook 840,Used,HP,EliteBook 840,Intel Core i7-13700H,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,112500,Jaffna
LNK-2462,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,Intel Core i5-13420H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",No,143000,Negombo
LNK-2463,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core Ultra 7 155H,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",No,333500,Negombo
LNK-2464,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core Ultra 5 125H,8GB,2TB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,267000,Colombo
LNK-2465,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,Intel Core i7-13700H,64GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",Yes,345000,Negombo
LNK-2466,Apple MacBook Air M3,Used,Apple,MacBook Air M3,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,207000,Kandy
LNK-2467,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,AMD Ryzen 5 5500U,32GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,181000,Kandy
LNK-2468,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,Intel Core i3-1215U,8GB,256GB,SSD SATA,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,74500,Colombo
LNK-2469,MSI Modern 14,New,MSI,Modern 14,AMD Ryzen 3 7320U,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,167000,Kandy
LNK-2470,Dell XPS 13,Refurbished,Dell,XPS 13,AMD Ryzen 3 7320U,32GB,256GB,eMMC,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,96500,Kurunegala
LNK-2471,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,AMD Ryzen 7 7730U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,161500,Galle
LNK-2472,ASUS ExpertBook B1,New,ASUS,ExpertBook B1,AMD Ryzen 7 7840HS,8GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,209500,Kandy
LNK-2473,Acer Aspire 5,New,Acer,Aspire 5,AMD Ryzen 7 7730U,8GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,201000,Negombo
LNK-2474,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,Intel Core Ultra 7 155H,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,464500,Colombo
LNK-2475,HP EliteBook 840,Used,HP,EliteBook 840,AMD Ryzen 9 7945HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",No,322000,Negombo
LNK-2476,Acer Aspire 3,New,Acer,Aspire 3,AMD Ryzen 5 7520U,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,284500,Colombo
LNK-2477,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,AMD Ryzen 5 7640HS,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,200000,Galle
LNK-2478,Lenovo LOQ 15,Refurbished,Lenovo,LOQ 15,Intel Core i3-1215U,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,106500,Negombo
LNK-2479,Acer Aspire 5,Used,Acer,Aspire 5,Intel Core i5-1235U,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,84500,Colombo
LNK-2480,ASUS Vivobook 15,New,ASUS,Vivobook 15,AMD Ryzen 3 7320U,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,114000,Jaffna
LNK-2481,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,AMD Ryzen 5 7520U,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,137000,Negombo
LNK-2482,Acer TravelMate P2,Used,Acer,TravelMate P2,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" QHD 120Hz",No,376500,Colombo
LNK-2483,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,Intel Core Ultra 7 155H,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 60Hz",No,239000,Colombo
LNK-2484,MSI Thin 15,Used,MSI,Thin 15,AMD Ryzen 5 7520U,64GB,1TB,SSD NVMe,Intel Graphics,"17.3"" QHD 240Hz",No,146000,Colombo
LNK-2485,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 7 7840HS,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,253500,Colombo
LNK-2486,HP Spectre x360,New,HP,Spectre x360,Intel Core i5-13420H,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,262500,Anuradhapura
LNK-2487,Apple MacBook Pro M3 Max,Refurbished,Apple,MacBook Pro M3 Max,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,296000,Colombo
LNK-2488,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,Intel Core i7-13700H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"17.3"" QHD 240Hz",No,281000,Negombo
LNK-2489,ASUS ROG Strix G16,New,ASUS,ROG Strix G16,Intel Core Ultra 5 125H,64GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,313000,Colombo
LNK-2490,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 7 7840HS,8GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,123000,Colombo
LNK-2491,HP ProBook 450,Refurbished,HP,ProBook 450,AMD Ryzen 7 7730U,64GB,1TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,218000,Negombo
LNK-2492,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,Intel Core i5-1235U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,127500,Colombo
LNK-2493,Gigabyte Aero 14 OLED,New,Gigabyte,Aero 14 OLED,AMD Ryzen 3 7320U,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,211500,Jaffna
LNK-2494,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,Intel Core i3-1215U,16GB,256GB,eMMC,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",Yes,187500,Jaffna
LNK-2495,HP Envy x360,New,HP,Envy x360,Intel Core i3-1215U,32GB,256GB,eMMC,NVIDIA GeForce RTX 3050,"14.0"" FHD",Yes,176000,Kurunegala
LNK-2496,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 5 7640HS,8GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,83500,Kandy
LNK-2497,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,Intel Core i5-1235U,64GB,512GB,SSD NVMe,Intel Graphics,"17.3"" QHD 240Hz",Yes,278500,Colombo
LNK-2498,Dell G15 Gaming,Used,Dell,G15 Gaming,Intel Core Ultra 5 125H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,157500,Jaffna
LNK-2499,Gigabyte G5 KF,New,Gigabyte,G5 KF,AMD Ryzen 5 5500U,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" WQXGA 165Hz",No,213500,Anuradhapura
LNK-2500,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,Intel Core i9-14900HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"17.3"" QHD 240Hz",No,844000,Colombo
LNK-2501,HP EliteBook 840,New,HP,EliteBook 840,Intel Core i9-14900HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",No,645000,Negombo
LNK-2502,Apple MacBook Pro M2 Pro,Used,Apple,MacBook Pro M2 Pro,Apple M1 (8-core),16GB,256GB,SSD NVMe,Apple M1 Integrated,"16.0"" WQXGA 165Hz",No,120500,Negombo
LNK-2503,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,Intel Core Ultra 5 125H,32GB,1TB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,155000,Jaffna
LNK-2504,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,Intel Core i5-13420H,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,189000,Colombo
LNK-2505,HP EliteBook 840,New,HP,EliteBook 840,Intel Core Ultra 5 125H,32GB,256GB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,272500,Negombo
LNK-2506,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M3 Max (14-core),32GB,1TB,SSD NVMe,Apple M3 Max Integrated,"16.0"" WQXGA 165Hz",No,315500,Colombo
LNK-2507,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,Intel Core i5-1235U,16GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,131500,Kurunegala
LNK-2508,Acer Predator Helios 16,Refurbished,Acer,Predator Helios 16,AMD Ryzen 3 7320U,8GB,512GB,SSD SATA,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,76500,Anuradhapura
LNK-2509,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,AMD Ryzen 5 5500U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,134000,Kandy
LNK-2510,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,Intel Core i7-14700HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,366000,Negombo
LNK-2511,Lenovo Yoga 7i,New,Lenovo,Yoga 7i,Intel Core i7-13700H,8GB,1TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,221500,Negombo
LNK-2512,Lenovo ThinkPad E14,New,Lenovo,ThinkPad E14,AMD Ryzen 3 7320U,8GB,2TB,eMMC,AMD Radeon Graphics,"14.0"" FHD",No,168000,Kurunegala
LNK-2513,Acer Swift Go 14,New,Acer,Swift Go 14,AMD Ryzen 7 7730U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,293000,Kurunegala
LNK-2514,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,AMD Ryzen 5 7640HS,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,122500,Anuradhapura
LNK-2515,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i7-13620H,64GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,165000,Negombo
LNK-2516,Dell Inspiron 15,Used,Dell,Inspiron 15,Intel Core i7-13620H,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,263500,Kandy
LNK-2517,Acer TravelMate P2,Refurbished,Acer,TravelMate P2,AMD Ryzen 5 7640HS,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,135000,Anuradhapura
LNK-2518,Acer Aspire 3,Used,Acer,Aspire 3,Intel Core i7-13700H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,261000,Kandy
LNK-2519,ASUS ROG Strix G16,Refurbished,ASUS,ROG Strix G16,AMD Ryzen 5 7520U,8GB,2TB,SSD NVMe,Intel Graphics,"14.0"" FHD",No,149500,Anuradhapura
LNK-2520,MSI Prestige 14,Refurbished,MSI,Prestige 14,Intel Core i7-13620H,64GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,272500,Colombo
LNK-2521,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M2 (8-core),16GB,256GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,208000,Colombo
LNK-2522,Dell XPS 13,Used,Dell,XPS 13,Intel Core Ultra 5 125H,32GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,136000,Negombo
LNK-2523,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,AMD Ryzen 9 7945HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",No,381500,Colombo
LNK-2524,Apple MacBook Air M2,Used,Apple,MacBook Air M2,Apple M3 (8-core),16GB,512GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,196000,Kandy
LNK-2525,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,Intel Core i9-14900HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",No,498500,Kandy
LNK-2526,Apple MacBook Pro M2 Pro,Refurbished,Apple,MacBook Pro M2 Pro,Apple M2 (8-core),16GB,256GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,223000,Colombo
LNK-2527,Lenovo Legion 5 Pro,New,Lenovo,Legion 5 Pro,AMD Ryzen 5 7640HS,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",No,163500,Negombo
LNK-2528,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,AMD Ryzen 5 7520U,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,138500,Colombo
LNK-2529,Acer Aspire 3,Refurbished,Acer,Aspire 3,Intel Core i5-1235U,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",Yes,140000,Kandy
LNK-2530,Apple MacBook Air M3,New,Apple,MacBook Air M3,Apple M2 (8-core),16GB,512GB,SSD NVMe,Apple M2 Integrated,"16.0"" WQXGA 165Hz",No,297500,Colombo
LNK-2531,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,Intel Core i7-13700H,16GB,512GB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,171500,Colombo
LNK-2532,Lenovo IdeaPad Slim 3,Refurbished,Lenovo,IdeaPad Slim 3,AMD Ryzen 5 7520U,32GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,184500,Jaffna
LNK-2533,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,Intel Core i5-13420H,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,128000,Colombo
LNK-2534,Apple MacBook Air M2,New,Apple,MacBook Air M2,Apple M2 (8-core),8GB,512GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,293500,Negombo
LNK-2535,Acer Aspire 5,Refurbished,Acer,Aspire 5,AMD Ryzen 9 7945HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,465000,Colombo
LNK-2536,ASUS ZenBook 14,Used,ASUS,ZenBook 14,AMD Ryzen 9 7945HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,328500,Colombo
LNK-2537,HP Spectre x360,New,HP,Spectre x360,AMD Ryzen 7 7730U,64GB,2TB,SSD NVMe,Intel Graphics,"14.0"" FHD",Yes,374000,Negombo
LNK-2538,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,AMD Ryzen 7 7840HS,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,122500,Colombo
LNK-2539,Acer Aspire 5,Refurbished,Acer,Aspire 5,AMD Ryzen 7 7840HS,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,201000,Jaffna
LNK-2540,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,Intel Core i5-13420H,32GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",Yes,123500,Anuradhapura
LNK-2541,Lenovo IdeaPad Slim 3,New,Lenovo,IdeaPad Slim 3,AMD Ryzen 7 7730U,32GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,246500,Negombo
LNK-2542,Acer TravelMate P2,New,Acer,TravelMate P2,Intel Core i7-13620H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4050,"16.0"" UHD+ OLED",No,337500,Kandy
LNK-2543,Apple MacBook Air M1,Refurbished,Apple,MacBook Air M1,Apple M3 (8-core),8GB,256GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,270500,Colombo
LNK-2544,MSI Prestige 14,New,MSI,Prestige 14,Intel Core i9-14900HX,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,453000,Kandy
LNK-2545,Apple MacBook Air M2,Used,Apple,MacBook Air M2,Apple M2 (8-core),8GB,256GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,148000,Colombo
LNK-2546,Dell Vostro 3520,New,Dell,Vostro 3520,Intel Core i7-13620H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 60Hz",No,251500,Jaffna
LNK-2547,Lenovo LOQ 15,New,Lenovo,LOQ 15,Intel Core i9-14900HX,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"14.0"" QHD 120Hz",No,675500,Kandy
LNK-2548,HP EliteBook 840,New,HP,EliteBook 840,Intel Core i7-14700HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" UHD+ OLED",No,585500,Negombo
LNK-2549,Lenovo ThinkPad X1 Carbon,New,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 7640HS,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,199500,Colombo
LNK-2550,Acer Swift Go 14,Used,Acer,Swift Go 14,AMD Ryzen 7 7730U,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,168000,Negombo
LNK-2551,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,AMD Ryzen 7 7730U,64GB,2TB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,331500,Colombo
LNK-2552,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,AMD Ryzen 5 7640HS,8GB,1TB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,160000,Negombo
LNK-2553,Apple MacBook Pro M3 Max,New,Apple,MacBook Pro M3 Max,Apple M3 (8-core),16GB,512GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,362000,Kandy
LNK-2554,Lenovo Yoga 7i,Used,Lenovo,Yoga 7i,Intel Core i5-1235U,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,167000,Negombo
LNK-2555,Apple MacBook Air M2,New,Apple,MacBook Air M2,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"13.3"" FHD",No,373500,Kandy
LNK-2556,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,AMD Ryzen 7 7730U,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,189500,Negombo
LNK-2557,MSI Cyborg 15,Used,MSI,Cyborg 15,AMD Ryzen 5 5500U,16GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,99000,Colombo
LNK-2558,MSI Prestige 14,Used,MSI,Prestige 14,Intel Core i7-13700H,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",No,238500,Colombo
LNK-2559,MSI Cyborg 15,Used,MSI,Cyborg 15,Intel Core Ultra 5 125H,32GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,140000,Colombo
LNK-2560,MSI Cyborg 15,Used,MSI,Cyborg 15,Intel Core i3-1215U,64GB,256GB,SSD SATA,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,104000,Colombo
LNK-2561,Lenovo LOQ 15,Used,Lenovo,LOQ 15,Intel Core i5-13420H,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,129000,Colombo
LNK-2562,HP Victus 16,Used,HP,Victus 16,Intel Core i9-14900HX,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",Yes,314500,Colombo
LNK-2563,MSI Thin 15,Refurbished,MSI,Thin 15,Intel Core i7-14700HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" UHD+ OLED",No,442500,Kandy
LNK-2564,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,AMD Ryzen 5 7640HS,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,215000,Jaffna
